Year,GeoID,Geography Type,Geography Name,Proficiency,Age,Value,Margin of Error,Measure,ObjectId
2010,0900104720,Town,Bethel,Not Well,18 to 64,83,135,Count,31
2010,0900104720,Town,Bethel,Not Well,5 to 17,11,214,Count,32
2010,0900104720,Town,Bethel,Not Well,65 and Over,98,101,Count,33
2010,0900104720,Town,Bethel,Not at All,18 to 64,40,183,Count,34
2010,0900104720,Town,Bethel,Not at All,5 to 17,0,246,Count,35
2010,0900104720,Town,Bethel,Not at All,65 and Over,21,126,Count,36
2010,0900104720,Town,Bethel,Total,18 to 64,11304,614,Count,37
2010,0900104720,Town,Bethel,Total,5 to 17,3247,359,Count,38
2010,0900104720,Town,Bethel,Total,65 and Over,2735,787,Count,39
2010,0900104720,Town,Bethel,Very Well,18 to 64,10618,641,Count,40
2010,0900104720,Town,Bethel,Very Well,5 to 17,3157,372,Count,41
2010,0900104720,Town,Bethel,Very Well,65 and Over,2582,744,Count,42
2010,0900104720,Town,Bethel,Well,18 to 64,563,185,Count,43
2010,0900104720,Town,Bethel,Well,5 to 17,79,205,Count,44
2010,0900104720,Town,Bethel,Well,65 and Over,34,177,Count,45
2010,0900108070,Town,Bridgeport,Not Well,18 to 64,8561,880,Count,46
2010,0900108070,Town,Bridgeport,Not Well,5 to 17,528,202,Count,47
2010,0900108070,Town,Bridgeport,Not Well,65 and Over,1691,314,Count,48
2010,0900108070,Town,Bridgeport,Not at All,18 to 64,3240,533,Count,49
2010,0900108070,Town,Bridgeport,Not at All,5 to 17,178,159,Count,50
2010,0900174190,Town,Stratford,Not Well,18 to 64,1215,569,Count,51
2010,0900174190,Town,Stratford,Not Well,5 to 17,110,147,Count,52
2010,0900174190,Town,Stratford,Not Well,65 and Over,247,211,Count,53
2010,0900174190,Town,Stratford,Not at All,18 to 64,313,295,Count,54
2010,0900174190,Town,Stratford,Not at All,5 to 17,7,213,Count,55
2010,0900174190,Town,Stratford,Not at All,65 and Over,128,156,Count,56
2010,0900174190,Town,Stratford,Total,18 to 64,30822,545,Count,57
2010,0900174190,Town,Stratford,Total,5 to 17,8416,487,Count,58
2010,0900174190,Town,Stratford,Total,65 and Over,8613,462,Count,59
2010,0900174190,Town,Stratford,Very Well,18 to 64,27680,1086,Count,60
2010,0900174190,Town,Stratford,Very Well,5 to 17,8164,606,Count,61
2010,0900174190,Town,Stratford,Very Well,65 and Over,8048,454,Count,62
2010,0900174190,Town,Stratford,Well,18 to 64,1614,345,Count,63
2010,0900174190,Town,Stratford,Well,5 to 17,135,191,Count,64
2010,0900174190,Town,Stratford,Well,65 and Over,190,194,Count,65
2010,0900177200,Town,Trumbull,Not Well,18 to 64,221,95,Count,66
2010,0900177200,Town,Trumbull,Not Well,5 to 17,73,181,Count,67
2010,0900177200,Town,Trumbull,Not Well,65 and Over,237,129,Count,68
2010,0900177200,Town,Trumbull,Not at All,18 to 64,5,213,Count,69
2010,0900177200,Town,Trumbull,Not at All,5 to 17,0,246,Count,70
2010,0900177200,Town,Trumbull,Not at All,65 and Over,48,179,Count,71
2010,0900177200,Town,Trumbull,Total,18 to 64,19045,590,Count,72
2010,0900177200,Town,Trumbull,Total,5 to 17,6981,391,Count,73
2010,0900177200,Town,Trumbull,Total,65 and Over,7298,775,Count,74
2010,0900177200,Town,Trumbull,Very Well,18 to 64,17869,831,Count,75
2010,0900177200,Town,Trumbull,Very Well,5 to 17,6772,474,Count,76
2010,0900177200,Town,Trumbull,Very Well,65 and Over,6674,567,Count,77
2010,0900177200,Town,Trumbull,Well,18 to 64,950,257,Count,78
2010,0900177200,Town,Trumbull,Well,5 to 17,136,108,Count,79
2010,0900177200,Town,Trumbull,Well,65 and Over,339,224,Count,80
2010,0900183430,Town,Weston,Not Well,18 to 64,0,246,Count,81
2010,0900183430,Town,Weston,Not Well,5 to 17,10,214,Count,82
2010,0900183430,Town,Weston,Not Well,65 and Over,0,246,Count,83
2010,0900183430,Town,Weston,Not at All,18 to 64,0,246,Count,84
2010,0900183430,Town,Weston,Not at All,5 to 17,0,246,Count,85
2010,0900183430,Town,Weston,Not at All,65 and Over,0,246,Count,86
2010,0900183430,Town,Weston,Total,18 to 64,5609,150,Count,87
2010,0900183430,Town,Weston,Total,5 to 17,2823,211,Count,88
2010,0900183430,Town,Weston,Total,65 and Over,1115,157,Count,89
2010,0900183430,Town,Weston,Very Well,18 to 64,5517,225,Count,90
2010,0900183430,Town,Weston,Very Well,5 to 17,2768,316,Count,91
2010,0900183430,Town,Weston,Very Well,65 and Over,1115,236,Count,92
2010,0900183430,Town,Weston,Well,18 to 64,92,135,Count,93
2010,0900183430,Town,Weston,Well,5 to 17,45,131,Count,94
2010,0900183430,Town,Weston,Well,65 and Over,0,246,Count,95
2010,0900183500,Town,Westport,Not Well,18 to 64,116,151,Count,96
2010,0900183500,Town,Westport,Not Well,5 to 17,26,176,Count,97
2010,0900183500,Town,Westport,Not Well,65 and Over,8,214,Count,98
2010,0900183500,Town,Westport,Not at All,18 to 64,8,213,Count,99
2010,0900183500,Town,Westport,Not at All,5 to 17,0,246,Count,100
2010,0900118850,Town,Darien,Very Well,5 to 17,5861,362,Count,101
2010,0900118850,Town,Darien,Very Well,65 and Over,2236,224,Count,102
2010,0900118850,Town,Darien,Well,18 to 64,187,98,Count,103
2010,0900118850,Town,Darien,Well,5 to 17,13,214,Count,104
2010,0900118850,Town,Darien,Well,65 and Over,19,175,Count,105
2010,0900123890,Town,Easton,Not Well,18 to 64,51,183,Count,106
2010,0900123890,Town,Easton,Not Well,5 to 17,8,214,Count,107
2010,0900123890,Town,Easton,Not Well,65 and Over,0,246,Count,108
2010,0900123890,Town,Easton,Not at All,18 to 64,0,246,Count,109
2010,0900123890,Town,Easton,Not at All,5 to 17,0,246,Count,110
2010,0900123890,Town,Easton,Not at All,65 and Over,17,215,Count,111
2010,0900123890,Town,Easton,Total,18 to 64,4214,122,Count,112
2010,0900123890,Town,Easton,Total,5 to 17,1911,130,Count,113
2010,0900123890,Town,Easton,Total,65 and Over,962,101,Count,114
2010,0900123890,Town,Easton,Very Well,18 to 64,4100,225,Count,115
2010,0900123890,Town,Easton,Very Well,5 to 17,1903,213,Count,116
2010,0900123890,Town,Easton,Very Well,65 and Over,936,216,Count,117
2010,0900123890,Town,Easton,Well,18 to 64,63,135,Count,118
2010,0900123890,Town,Easton,Well,5 to 17,0,246,Count,119
2010,0900123890,Town,Easton,Well,65 and Over,9,214,Count,120
2010,0900126620,Town,Fairfield,Not Well,18 to 64,335,187,Count,121
2010,0900126620,Town,Fairfield,Not Well,5 to 17,120,140,Count,122
2010,0900126620,Town,Fairfield,Not Well,65 and Over,119,140,Count,123
2010,0900126620,Town,Fairfield,Not at All,18 to 64,47,182,Count,124
2010,0900126620,Town,Fairfield,Not at All,5 to 17,0,246,Count,125
2010,0900126620,Town,Fairfield,Not at All,65 and Over,49,178,Count,126
2010,0900126620,Town,Fairfield,Total,18 to 64,35645,591,Count,127
2010,0900126620,Town,Fairfield,Total,5 to 17,10953,490,Count,128
2010,0900126620,Town,Fairfield,Total,65 and Over,8419,391,Count,129
2010,0900126620,Town,Fairfield,Very Well,18 to 64,34629,806,Count,130
2010,0900126620,Town,Fairfield,Very Well,5 to 17,10683,546,Count,131
2010,0900126620,Town,Fairfield,Very Well,65 and Over,8000,421,Count,132
2010,0900126620,Town,Fairfield,Well,18 to 64,634,166,Count,133
2010,0900126620,Town,Fairfield,Well,5 to 17,150,73,Count,134
2010,0900126620,Town,Fairfield,Well,65 and Over,251,149,Count,135
2010,0900133620,Town,Greenwich,Not Well,18 to 64,918,277,Count,136
2010,0900133620,Town,Greenwich,Not Well,5 to 17,180,172,Count,137
2010,0900133620,Town,Greenwich,Not Well,65 and Over,190,161,Count,138
2010,0900133620,Town,Greenwich,Not at All,18 to 64,106,190,Count,139
2010,0900133620,Town,Greenwich,Not at All,5 to 17,12,214,Count,140
2010,0900133620,Town,Greenwich,Not at All,65 and Over,126,150,Count,141
2010,0900133620,Town,Greenwich,Total,18 to 64,34247,565,Count,142
2010,0900133620,Town,Greenwich,Total,5 to 17,12704,529,Count,143
2010,0900133620,Town,Greenwich,Total,65 and Over,9892,489,Count,144
2010,0900133620,Town,Greenwich,Very Well,18 to 64,31218,1031,Count,145
2010,0900133620,Town,Greenwich,Very Well,5 to 17,12162,703,Count,146
2010,0900133620,Town,Greenwich,Very Well,65 and Over,9309,557,Count,147
2010,0900133620,Town,Greenwich,Well,18 to 64,2005,356,Count,148
2010,0900133620,Town,Greenwich,Well,5 to 17,350,159,Count,149
2010,0900133620,Town,Greenwich,Well,65 and Over,267,164,Count,150
2010,0900148620,Town,Monroe,Not Well,18 to 64,198,162,Count,151
2010,0900148620,Town,Monroe,Not Well,5 to 17,14,214,Count,152
2010,0900148620,Town,Monroe,Not Well,65 and Over,55,217,Count,153
2010,0900148620,Town,Monroe,Not at All,18 to 64,15,214,Count,154
2010,0900148620,Town,Monroe,Not at All,5 to 17,0,246,Count,155
2010,0900148620,Town,Monroe,Not at All,65 and Over,0,246,Count,156
2010,0900148620,Town,Monroe,Total,18 to 64,11633,212,Count,157
2010,0900148620,Town,Monroe,Total,5 to 17,4202,230,Count,158
2010,0900148620,Town,Monroe,Total,65 and Over,2493,237,Count,159
2010,0900148620,Town,Monroe,Very Well,18 to 64,11125,407,Count,160
2010,0900148620,Town,Monroe,Very Well,5 to 17,4167,296,Count,161
2010,0900148620,Town,Monroe,Very Well,65 and Over,2351,240,Count,162
2010,0900148620,Town,Monroe,Well,18 to 64,295,177,Count,163
2010,0900148620,Town,Monroe,Well,5 to 17,21,216,Count,164
2010,0900148620,Town,Monroe,Well,65 and Over,87,185,Count,165
2010,0900150580,Town,New Canaan,Not Well,18 to 64,31,177,Count,166
2010,0900150580,Town,New Canaan,Not Well,5 to 17,0,246,Count,167
2010,0900150580,Town,New Canaan,Not Well,65 and Over,64,185,Count,168
2010,0900150580,Town,New Canaan,Not at All,18 to 64,0,246,Count,169
2010,0900150580,Town,New Canaan,Not at All,5 to 17,0,246,Count,170
2010,0900150580,Town,New Canaan,Not at All,65 and Over,0,246,Count,171
2010,0900150580,Town,New Canaan,Total,18 to 64,10514,279,Count,172
2010,0900150580,Town,New Canaan,Total,5 to 17,5239,309,Count,173
2010,0900150580,Town,New Canaan,Total,65 and Over,2622,211,Count,174
2010,0900150580,Town,New Canaan,Very Well,18 to 64,10131,432,Count,175
2010,0900150580,Town,New Canaan,Very Well,5 to 17,5239,364,Count,176
2010,0900150580,Town,New Canaan,Very Well,65 and Over,2534,242,Count,177
2010,0900150580,Town,New Canaan,Well,18 to 64,352,231,Count,178
2010,0900150580,Town,New Canaan,Well,5 to 17,0,246,Count,179
2010,0900150580,Town,New Canaan,Well,65 and Over,24,215,Count,180
2010,0900150860,Town,New Fairfield,Not Well,18 to 64,45,180,Count,181
2010,0900150860,Town,New Fairfield,Not Well,5 to 17,19,175,Count,182
2010,0900150860,Town,New Fairfield,Not Well,65 and Over,12,214,Count,183
2010,0900150860,Town,New Fairfield,Not at All,18 to 64,0,246,Count,184
2010,0900150860,Town,New Fairfield,Not at All,5 to 17,0,246,Count,185
2010,0900150860,Town,New Fairfield,Not at All,65 and Over,6,213,Count,186
2010,0900150860,Town,New Fairfield,Total,18 to 64,8296,211,Count,187
2010,0900150860,Town,New Fairfield,Total,5 to 17,3232,225,Count,188
2010,0900150860,Town,New Fairfield,Total,65 and Over,1659,162,Count,189
2010,0900150860,Town,New Fairfield,Very Well,18 to 64,8072,365,Count,190
2010,0900150860,Town,New Fairfield,Very Well,5 to 17,3184,325,Count,191
2010,0900150860,Town,New Fairfield,Very Well,65 and Over,1597,257,Count,192
2010,0900150860,Town,New Fairfield,Well,18 to 64,179,105,Count,193
2010,0900150860,Town,New Fairfield,Well,5 to 17,29,217,Count,194
2010,0900150860,Town,New Fairfield,Well,65 and Over,44,220,Count,195
2010,0900152980,Town,Newtown,Not Well,18 to 64,102,134,Count,196
2010,0900152980,Town,Newtown,Not Well,5 to 17,15,175,Count,197
2010,0900152980,Town,Newtown,Not Well,65 and Over,95,222,Count,198
2010,0900152980,Town,Newtown,Not at All,18 to 64,9,213,Count,199
2010,0900152980,Town,Newtown,Not at All,5 to 17,0,246,Count,200
2010,0900163970,Town,Ridgefield,Very Well,5 to 17,5912,346,Count,201
2010,0900163970,Town,Ridgefield,Very Well,65 and Over,2947,306,Count,202
2010,0900163970,Town,Ridgefield,Well,18 to 64,201,156,Count,203
2010,0900163970,Town,Ridgefield,Well,5 to 17,25,176,Count,204
2010,0900163970,Town,Ridgefield,Well,65 and Over,18,214,Count,205
2010,0900168170,Town,Shelton,Not Well,18 to 64,326,161,Count,206
2010,0900168170,Town,Shelton,Not Well,5 to 17,70,184,Count,207
2010,0900168170,Town,Shelton,Not Well,65 and Over,158,190,Count,208
2010,0900168170,Town,Shelton,Not at All,18 to 64,68,185,Count,209
2010,0900168170,Town,Shelton,Not at All,5 to 17,40,219,Count,210
2010,0900168170,Town,Shelton,Not at All,65 and Over,74,221,Count,211
2010,0900168170,Town,Shelton,Total,18 to 64,23904,424,Count,212
2010,0900168170,Town,Shelton,Total,5 to 17,6479,368,Count,213
2010,0900168170,Town,Shelton,Total,65 and Over,6721,425,Count,214
2010,0900168170,Town,Shelton,Very Well,18 to 64,22656,752,Count,215
2010,0900168170,Town,Shelton,Very Well,5 to 17,6332,443,Count,216
2010,0900168170,Town,Shelton,Very Well,65 and Over,6185,473,Count,217
2010,0900168170,Town,Shelton,Well,18 to 64,854,232,Count,218
2010,0900168170,Town,Shelton,Well,5 to 17,37,128,Count,219
2010,0900168170,Town,Shelton,Well,65 and Over,304,213,Count,220
2010,0900168310,Town,Sherman,Not Well,18 to 64,10,214,Count,221
2010,0900168310,Town,Sherman,Not Well,5 to 17,0,246,Count,222
2010,0900168310,Town,Sherman,Not Well,65 and Over,0,246,Count,223
2010,0900168310,Town,Sherman,Not at All,18 to 64,0,246,Count,224
2010,0900168310,Town,Sherman,Not at All,5 to 17,0,246,Count,225
2010,0900168310,Town,Sherman,Not at All,65 and Over,0,246,Count,226
2010,0900168310,Town,Sherman,Total,18 to 64,2135,114,Count,227
2010,0900168310,Town,Sherman,Total,5 to 17,799,119,Count,228
2010,0900168310,Town,Sherman,Total,65 and Over,529,104,Count,229
2010,0900168310,Town,Sherman,Very Well,18 to 64,2125,219,Count,230
2010,0900168310,Town,Sherman,Very Well,5 to 17,799,247,Count,231
2010,0900168310,Town,Sherman,Very Well,65 and Over,521,204,Count,232
2010,0900168310,Town,Sherman,Well,18 to 64,0,246,Count,233
2010,0900168310,Town,Sherman,Well,5 to 17,0,246,Count,234
2010,0900168310,Town,Sherman,Well,65 and Over,8,213,Count,235
2010,0900173070,Town,Stamford,Not Well,18 to 64,8561,1042,Count,236
2010,0900173070,Town,Stamford,Not Well,5 to 17,277,197,Count,237
2010,0900173070,Town,Stamford,Not Well,65 and Over,1269,306,Count,238
2010,0900173070,Town,Stamford,Not at All,18 to 64,2220,471,Count,239
2010,0900173070,Town,Stamford,Not at All,5 to 17,109,187,Count,240
2010,0900173070,Town,Stamford,Not at All,65 and Over,352,181,Count,241
2010,0900173070,Town,Stamford,Total,18 to 64,80114,892,Count,242
2010,0900173070,Town,Stamford,Total,5 to 17,17898,709,Count,243
2010,0900173070,Town,Stamford,Total,65 and Over,14506,647,Count,244
2010,0900173070,Town,Stamford,Very Well,18 to 64,58933,1739,Count,245
2010,0900173070,Town,Stamford,Very Well,5 to 17,16723,969,Count,246
2010,0900173070,Town,Stamford,Very Well,65 and Over,11882,633,Count,247
2010,0900173070,Town,Stamford,Well,18 to 64,10400,945,Count,248
2010,0900173070,Town,Stamford,Well,5 to 17,789,269,Count,249
2010,0900173070,Town,Stamford,Well,65 and Over,1003,219,Count,250
2010,0900183500,Town,Westport,Not at All,65 and Over,0,246,Count,251
2010,0900183500,Town,Westport,Total,18 to 64,14263,311,Count,252
2010,0900183500,Town,Westport,Total,5 to 17,6335,295,Count,253
2010,0900183500,Town,Westport,Total,65 and Over,3931,256,Count,254
2010,0900183500,Town,Westport,Very Well,18 to 64,13824,585,Count,255
2010,0900183500,Town,Westport,Very Well,5 to 17,6206,412,Count,256
2010,0900183500,Town,Westport,Very Well,65 and Over,3845,306,Count,257
2010,0900183500,Town,Westport,Well,18 to 64,315,196,Count,258
2010,0900183500,Town,Westport,Well,5 to 17,103,195,Count,259
2010,0900183500,Town,Westport,Well,65 and Over,78,220,Count,260
2010,0900186370,Town,Wilton,Not Well,18 to 64,78,133,Count,261
2010,0900186370,Town,Wilton,Not Well,5 to 17,39,179,Count,262
2010,0900186370,Town,Wilton,Not Well,65 and Over,38,176,Count,263
2010,0900186370,Town,Wilton,Not at All,18 to 64,0,246,Count,264
2010,0900186370,Town,Wilton,Not at All,5 to 17,0,246,Count,265
2010,0900186370,Town,Wilton,Not at All,65 and Over,13,214,Count,266
2010,0900186370,Town,Wilton,Total,18 to 64,9821,235,Count,267
2010,0900186370,Town,Wilton,Total,5 to 17,4624,268,Count,268
2010,0900186370,Town,Wilton,Total,65 and Over,2255,222,Count,269
2010,0900186370,Town,Wilton,Very Well,18 to 64,9548,418,Count,270
2010,0900186370,Town,Wilton,Very Well,5 to 17,4563,329,Count,271
2010,0900186370,Town,Wilton,Very Well,65 and Over,2130,265,Count,272
2010,0900186370,Town,Wilton,Well,18 to 64,195,195,Count,273
2010,0900186370,Town,Wilton,Well,5 to 17,22,216,Count,274
2010,0900186370,Town,Wilton,Well,65 and Over,74,219,Count,275
2010,0900302060,Town,Avon,Not Well,18 to 64,114,139,Count,291
2010,0900302060,Town,Avon,Not Well,5 to 17,40,129,Count,292
2010,0900302060,Town,Avon,Not Well,65 and Over,44,179,Count,293
2010,0900302060,Town,Avon,Not at All,18 to 64,0,246,Count,294
2010,0900302060,Town,Avon,Not at All,5 to 17,0,246,Count,295
2010,0900302060,Town,Avon,Not at All,65 and Over,50,180,Count,296
2010,0900302060,Town,Avon,Total,18 to 64,9955,231,Count,297
2010,0900302060,Town,Avon,Total,5 to 17,3737,227,Count,298
2010,0900302060,Town,Avon,Total,65 and Over,2977,202,Count,299
2010,0900302060,Town,Avon,Very Well,18 to 64,9525,429,Count,300
2010,0900108070,Town,Bridgeport,Not at All,65 and Over,1139,263,Count,301
2010,0900108070,Town,Bridgeport,Total,18 to 64,90693,1069,Count,302
2010,0900108070,Town,Bridgeport,Total,5 to 17,27167,808,Count,303
2010,0900108070,Town,Bridgeport,Total,65 and Over,14761,668,Count,304
2010,0900108070,Town,Bridgeport,Very Well,18 to 64,67828,1854,Count,305
2010,0900108070,Town,Bridgeport,Very Well,5 to 17,24734,1212,Count,306
2010,0900108070,Town,Bridgeport,Very Well,65 and Over,10610,699,Count,307
2010,0900108070,Town,Bridgeport,Well,18 to 64,11064,922,Count,308
2010,0900108070,Town,Bridgeport,Well,5 to 17,1727,328,Count,309
2010,0900108070,Town,Bridgeport,Well,65 and Over,1321,286,Count,310
2010,0900108980,Town,Brookfield,Not Well,18 to 64,49,218,Count,311
2010,0900108980,Town,Brookfield,Not Well,5 to 17,10,214,Count,312
2010,0900108980,Town,Brookfield,Not Well,65 and Over,17,215,Count,313
2010,0900108980,Town,Brookfield,Not at All,18 to 64,12,214,Count,314
2010,0900108980,Town,Brookfield,Not at All,5 to 17,0,246,Count,315
2010,0900108980,Town,Brookfield,Not at All,65 and Over,14,214,Count,316
2010,0900108980,Town,Brookfield,Total,18 to 64,9969,274,Count,317
2010,0900108980,Town,Brookfield,Total,5 to 17,3138,254,Count,318
2010,0900108980,Town,Brookfield,Total,65 and Over,2218,234,Count,319
2010,0900108980,Town,Brookfield,Very Well,18 to 64,9709,455,Count,320
2010,0900108980,Town,Brookfield,Very Well,5 to 17,3116,303,Count,321
2010,0900108980,Town,Brookfield,Very Well,65 and Over,2139,301,Count,322
2010,0900108980,Town,Brookfield,Well,18 to 64,199,158,Count,323
2010,0900108980,Town,Brookfield,Well,5 to 17,12,214,Count,324
2010,0900108980,Town,Brookfield,Well,65 and Over,48,130,Count,325
2010,0900118500,Town,Danbury,Not Well,18 to 64,4250,630,Count,326
2010,0900118500,Town,Danbury,Not Well,5 to 17,273,206,Count,327
2010,0900118500,Town,Danbury,Not Well,65 and Over,523,191,Count,328
2010,0900118500,Town,Danbury,Not at All,18 to 64,1772,586,Count,329
2010,0900118500,Town,Danbury,Not at All,5 to 17,27,215,Count,330
2010,0900118500,Town,Danbury,Not at All,65 and Over,391,204,Count,331
2010,0900118500,Town,Danbury,Total,18 to 64,53094,789,Count,332
2010,0900118500,Town,Danbury,Total,5 to 17,11733,636,Count,333
2010,0900118500,Town,Danbury,Total,65 and Over,8826,492,Count,334
2010,0900118500,Town,Danbury,Very Well,18 to 64,41058,1410,Count,335
2010,0900118500,Town,Danbury,Very Well,5 to 17,10555,785,Count,336
2010,0900118500,Town,Danbury,Very Well,65 and Over,7534,442,Count,337
2010,0900118500,Town,Danbury,Well,18 to 64,6014,819,Count,338
2010,0900118500,Town,Danbury,Well,5 to 17,878,272,Count,339
2010,0900118500,Town,Danbury,Well,65 and Over,378,136,Count,340
2010,0900118850,Town,Darien,Not Well,18 to 64,42,127,Count,341
2010,0900118850,Town,Darien,Not Well,5 to 17,50,131,Count,342
2010,0900118850,Town,Darien,Not Well,65 and Over,25,216,Count,343
2010,0900118850,Town,Darien,Not at All,18 to 64,0,246,Count,344
2010,0900118850,Town,Darien,Not at All,5 to 17,0,246,Count,345
2010,0900118850,Town,Darien,Not at All,65 and Over,12,214,Count,346
2010,0900118850,Town,Darien,Total,18 to 64,10674,196,Count,347
2010,0900118850,Town,Darien,Total,5 to 17,5924,299,Count,348
2010,0900118850,Town,Darien,Total,65 and Over,2292,123,Count,349
2010,0900118850,Town,Darien,Very Well,18 to 64,10445,374,Count,350
2010,0900152980,Town,Newtown,Not at All,65 and Over,25,176,Count,351
2010,0900152980,Town,Newtown,Total,18 to 64,16325,307,Count,352
2010,0900152980,Town,Newtown,Total,5 to 17,6026,302,Count,353
2010,0900152980,Town,Newtown,Total,65 and Over,3193,247,Count,354
2010,0900152980,Town,Newtown,Very Well,18 to 64,15823,500,Count,355
2010,0900152980,Town,Newtown,Very Well,5 to 17,5970,408,Count,356
2010,0900152980,Town,Newtown,Very Well,65 and Over,3025,299,Count,357
2010,0900152980,Town,Newtown,Well,18 to 64,391,215,Count,358
2010,0900152980,Town,Newtown,Well,5 to 17,41,127,Count,359
2010,0900152980,Town,Newtown,Well,65 and Over,48,178,Count,360
2010,0900156060,Town,Norwalk,Not Well,18 to 64,3284,576,Count,361
2010,0900156060,Town,Norwalk,Not Well,5 to 17,185,238,Count,362
2010,0900156060,Town,Norwalk,Not Well,65 and Over,628,248,Count,363
2010,0900156060,Town,Norwalk,Not at All,18 to 64,818,318,Count,364
2010,0900156060,Town,Norwalk,Not at All,5 to 17,0,246,Count,365
2010,0900156060,Town,Norwalk,Not at All,65 and Over,218,155,Count,366
2010,0900156060,Town,Norwalk,Total,18 to 64,55565,885,Count,367
2010,0900156060,Town,Norwalk,Total,5 to 17,12267,795,Count,368
2010,0900156060,Town,Norwalk,Total,65 and Over,11104,494,Count,369
2010,0900156060,Town,Norwalk,Very Well,18 to 64,46674,1662,Count,370
2010,0900156060,Town,Norwalk,Very Well,5 to 17,11706,855,Count,371
2010,0900156060,Town,Norwalk,Very Well,65 and Over,9718,522,Count,372
2010,0900156060,Town,Norwalk,Well,18 to 64,4789,624,Count,373
2010,0900156060,Town,Norwalk,Well,5 to 17,376,206,Count,374
2010,0900156060,Town,Norwalk,Well,65 and Over,540,144,Count,375
2010,0900163480,Town,Redding,Not Well,18 to 64,37,177,Count,376
2010,0900163480,Town,Redding,Not Well,5 to 17,0,246,Count,377
2010,0900163480,Town,Redding,Not Well,65 and Over,5,213,Count,378
2010,0900163480,Town,Redding,Not at All,18 to 64,0,246,Count,379
2010,0900163480,Town,Redding,Not at All,5 to 17,0,246,Count,380
2010,0900163480,Town,Redding,Not at All,65 and Over,0,246,Count,381
2010,0900163480,Town,Redding,Total,18 to 64,5159,163,Count,382
2010,0900163480,Town,Redding,Total,5 to 17,1937,148,Count,383
2010,0900163480,Town,Redding,Total,65 and Over,1421,157,Count,384
2010,0900163480,Town,Redding,Very Well,18 to 64,5074,277,Count,385
2010,0900163480,Town,Redding,Very Well,5 to 17,1929,233,Count,386
2010,0900163480,Town,Redding,Very Well,65 and Over,1405,262,Count,387
2010,0900163480,Town,Redding,Well,18 to 64,48,128,Count,388
2010,0900163480,Town,Redding,Well,5 to 17,8,214,Count,389
2010,0900163480,Town,Redding,Well,65 and Over,11,214,Count,390
2010,0900163970,Town,Ridgefield,Not Well,18 to 64,30,176,Count,391
2010,0900163970,Town,Ridgefield,Not Well,5 to 17,62,182,Count,392
2010,0900163970,Town,Ridgefield,Not Well,65 and Over,7,213,Count,393
2010,0900163970,Town,Ridgefield,Not at All,18 to 64,12,214,Count,394
2010,0900163970,Town,Ridgefield,Not at All,5 to 17,0,246,Count,395
2010,0900163970,Town,Ridgefield,Not at All,65 and Over,0,246,Count,396
2010,0900163970,Town,Ridgefield,Total,18 to 64,13928,293,Count,397
2010,0900163970,Town,Ridgefield,Total,5 to 17,5999,278,Count,398
2010,0900163970,Town,Ridgefield,Total,65 and Over,2972,258,Count,399
2010,0900163970,Town,Ridgefield,Very Well,18 to 64,13685,515,Count,400
2010,0900337140,Town,Hartland,Not Well,18 to 64,0,246,Count,401
2010,0900337140,Town,Hartland,Not Well,5 to 17,0,246,Count,402
2010,0900337140,Town,Hartland,Not Well,65 and Over,3,213,Count,403
2010,0900337140,Town,Hartland,Not at All,18 to 64,0,246,Count,404
2010,0900337140,Town,Hartland,Not at All,5 to 17,0,246,Count,405
2010,0900337140,Town,Hartland,Not at All,65 and Over,4,213,Count,406
2010,0900337140,Town,Hartland,Total,18 to 64,1250,72,Count,407
2010,0900337140,Town,Hartland,Total,5 to 17,390,62,Count,408
2010,0900337140,Town,Hartland,Total,65 and Over,284,48,Count,409
2010,0900337140,Town,Hartland,Very Well,18 to 64,1237,189,Count,410
2010,0900337140,Town,Hartland,Very Well,5 to 17,390,186,Count,411
2010,0900337140,Town,Hartland,Very Well,65 and Over,273,219,Count,412
2010,0900337140,Town,Hartland,Well,18 to 64,13,174,Count,413
2010,0900337140,Town,Hartland,Well,5 to 17,0,246,Count,414
2010,0900337140,Town,Hartland,Well,65 and Over,4,213,Count,415
2010,0900344700,Town,Manchester,Not Well,18 to 64,646,265,Count,416
2010,0900344700,Town,Manchester,Not Well,5 to 17,27,215,Count,417
2010,0900344700,Town,Manchester,Not Well,65 and Over,174,97,Count,418
2010,0900344700,Town,Manchester,Not at All,18 to 64,234,207,Count,419
2010,0900344700,Town,Manchester,Not at All,5 to 17,0,246,Count,420
2010,0900344700,Town,Manchester,Not at All,65 and Over,138,148,Count,421
2010,0900344700,Town,Manchester,Total,18 to 64,37974,473,Count,422
2010,0900344700,Town,Manchester,Total,5 to 17,8627,497,Count,423
2010,0900344700,Town,Manchester,Total,65 and Over,7310,441,Count,424
2010,0900344700,Town,Manchester,Very Well,18 to 64,35495,1057,Count,425
2010,0900344700,Town,Manchester,Very Well,5 to 17,8422,629,Count,426
2010,0900344700,Town,Manchester,Very Well,65 and Over,6707,500,Count,427
2010,0900344700,Town,Manchester,Well,18 to 64,1599,486,Count,428
2010,0900344700,Town,Manchester,Well,5 to 17,178,92,Count,429
2010,0900344700,Town,Manchester,Well,65 and Over,291,187,Count,430
2010,0900345820,Town,Marlborough,Not Well,18 to 64,11,214,Count,431
2010,0900345820,Town,Marlborough,Not Well,5 to 17,0,246,Count,432
2010,0900345820,Town,Marlborough,Not Well,65 and Over,15,214,Count,433
